Year,Sugar & Sweeteners Food,Sugar & Sweeteners Production,Sugar & Sweeteners Import Quantity,Sugar & Sweeteners Export Quantity,Peoples,ElValue
2020,8947.0,10578.0,644.0,1859.0,145617329,19739.9
