Year,Alcoholic Beverages Food,Alcoholic Beverages Production,Alcoholic Beverages Import Quantity,Alcoholic Beverages Export Quantity,Peoples,ElValue
2020,10302.0,10001.0,1441.0,602.0,145617329,19739.9
