Year,Milk - Excluding Butter Food,Milk - Excluding Butter Production,Milk - Excluding Butter Import Quantity,Milk - Excluding Butter Export Quantity,Peoples,ElValue
2020,23320.52,32219.0,2707.0,301,145617329,19739.9
