Year,Price of minimum grocery set,Flour price,Rice price,Wheat bread price,Pasta price,Potato price,Cabbage price,Cucumber price,Onion price,Carrot price,Beet price,Apple price,Orange price,Banana price,Sugar price,Sweet price,Cookie price,Beef price,Mutton price, Pork price,Chicken price,Fresh fish price,Herring price,Sour price,Butter price,Cottage cheese price,Cheese price,Margarine price,Salt price,Black tea price,Species Price
01.01.2021,4507.38,82.14,84.65,56.83,84.25,30.8,21.35,170.16,27.88,37.28,30.57,108.9,116.25,79.63,49,328.42,170.31,511.68,432.37,270.74,147.06,214.28,203.25,227.19,642.64,322.56,595.66,147.53,13.89,932.14,2066.46
